cluster_id, pattern_id, num_occurences_in_dataset, avg_time_in_secs, max_time_in_secs, min_time_in_secs, median_time_in_secs, 25pctl_time_in_secs, 75pctl_time_in_secs, number_of_messages, avg_number_of_messages_in_match
0,33646,10,31.60,85.00,5.00,30,14,53,8,8.00
0,33670,2,48.50,59.00,38.00,0,0,0,8,8.00
0,33671,70,58.83,577.00,8.00,33,25,62,8,8.00
0,33673,2,34.50,44.00,25.00,0,0,0,8,8.00
0,33678,10,58.00,201.00,20.00,51,22,85,8,8.00
0,33679,35,58.17,208.00,12.00,50,32,74,8,8.00
0,33682,12,53.33,226.00,15.00,42,26,59,8,8.00
0,33685,2,35.00,49.00,21.00,0,0,0,8,8.00
0,33686,39,46.79,587.00,7.00,27,19,42,8,8.00
0,33740,3,16.67,28.00,8.00,0,0,0,8,8.00
0,33747,146,95.19,444.00,20.00,80,48,125,8,8.00
0,33781,214,70.18,414.00,10.00,53,28,87,8,8.00
0,33785,1,38.00,38.00,38.00,0,0,0,8,8.00
0,33787,1,39.00,39.00,39.00,0,0,0,8,8.00
0,33790,2,49.00,57.00,41.00,0,0,0,8,8.00
0,33797,1,23.00,23.00,23.00,0,0,0,8,8.00
0,33830,3,218.67,505.00,39.00,0,0,0,8,8.00
0,33831,2,32.50,45.00,20.00,0,0,0,8,8.00
0,33832,11,32.73,79.00,11.00,30,17,52,8,8.00
0,33841,56,34.34,109.00,8.00,24,16,47,8,8.00
0,33860,2,483.00,876.00,90.00,0,0,0,8,8.00
0,33876,10,22.10,32.00,12.00,22,18,31,8,8.00
0,33898,8,90.00,278.00,20.00,76,35,116,8,8.00
0,33945,9,95.11,208.00,44.00,89,65,134,8,8.00
0,33960,19,112.63,599.00,20.00,82,37,145,8,8.00
0,33962,1,38.00,38.00,38.00,0,0,0,8,8.00
0,33965,1,38.00,38.00,38.00,0,0,0,8,8.00
0,33981,2,148.00,166.00,130.00,0,0,0,8,8.00
0,34006,84,56.98,217.00,10.00,39,22,76,8,8.00
0,34018,2,11.50,15.00,8.00,0,0,0,8,8.00
0,34049,4,27.00,42.00,9.00,38,19,42,8,8.00
0,34068,3,17.33,21.00,12.00,0,0,0,8,8.00
0,34096,51,58.75,372.00,9.00,38,20,79,8,8.00
0,34097,100,87.42,464.00,10.00,61,39,116,8,8.00
0,34098,38,97.61,773.00,11.00,48,31,87,8,8.00
0,34117,4,25.50,65.00,9.00,19,9,65,8,8.00
0,34122,2,253.00,326.00,180.00,0,0,0,8,8.00
0,34127,1,41.00,41.00,41.00,0,0,0,8,8.00
0,34128,3,13.00,18.00,10.00,0,0,0,8,8.00
0,34129,8,29.63,80.00,12.00,22,16,51,8,8.00
0,34141,1,469.00,469.00,469.00,0,0,0,8,8.00
0,34162,4,34.25,61.00,14.00,40,22,61,8,8.00
0,34169,5,459.00,1935.00,38.00,107,96,1935,8,8.00
0,34170,7,141.14,598.00,11.00,47,29,242,8,8.00
0,34183,7,70.29,294.00,11.00,43,30,51,8,8.00
0,34198,8,115.88,302.00,17.00,107,64,175,8,8.00
0,34218,43,53.05,200.00,10.00,51,28,66,8,8.00
0,34235,2,109.00,112.00,106.00,0,0,0,8,8.00
0,34237,2,83.00,88.00,78.00,0,0,0,8,8.00
0,34250,18,122.28,310.00,29.00,92,60,186,8,8.00
0,34251,26,150.85,622.00,12.00,92,28,277,8,8.00
0,34254,10,68.40,313.00,14.00,30,19,166,8,8.00
0,34265,4,27.75,44.00,16.00,27,24,44,8,8.00
0,34267,3,82.67,112.00,32.00,0,0,0,8,8.00
0,34288,13,74.00,375.00,10.00,23,16,51,8,8.00
0,34289,2,12.50,14.00,11.00,0,0,0,8,8.00
0,34292,1,119.00,119.00,119.00,0,0,0,8,8.00
0,34330,6,66.17,238.00,11.00,43,32,58,8,8.00
0,34332,12,22.25,42.00,8.00,20,16,32,8,8.00
0,34333,2,29.00,51.00,7.00,0,0,0,8,8.00
0,34334,1,25.00,25.00,25.00,0,0,0,8,8.00
0,34346,1,40.00,40.00,40.00,0,0,0,8,8.00
0,34348,2,30.00,32.00,28.00,0,0,0,8,8.00
0,34350,8,65.38,352.00,9.00,25,21,39,8,8.00
0,34352,6,68.83,262.00,10.00,41,31,41,8,8.00
0,34353,4,46.50,60.00,29.00,53,44,60,8,8.00
0,34354,17,36.18,74.00,8.00,24,17,61,8,8.00
0,34357,10,25.20,62.00,12.00,20,15,45,8,8.00
0,34371,4,72.75,131.00,28.00,89,43,131,8,8.00
0,34372,19,57.00,337.00,6.00,32,22,38,8,8.00
0,34373,5,56.40,92.00,16.00,72,24,92,8,8.00
0,34376,21,42.33,230.00,8.00,31,15,53,8,8.00
0,34379,1,386.00,386.00,386.00,0,0,0,8,8.00
0,34382,1,160.00,160.00,160.00,0,0,0,8,8.00
0,34383,33,53.30,624.00,9.00,23,13,45,8,8.00
0,34384,19,48.32,184.00,6.00,32,20,60,8,8.00
0,34413,3,42.67,75.00,17.00,0,0,0,8,8.00
0,34417,12,34.17,83.00,9.00,27,13,72,8,8.00
0,34452,7,31.71,56.00,13.00,43,20,53,8,8.00
0,34453,3,30.67,41.00,12.00,0,0,0,8,8.00
0,34454,23,23.00,54.00,8.00,24,14,29,8,8.00
0,34455,2,45.50,62.00,29.00,0,0,0,8,8.00
0,34483,1,39.00,39.00,39.00,0,0,0,8,8.00
0,34504,1,21.00,21.00,21.00,0,0,0,8,8.00
0,34521,122,70.54,494.00,7.00,43,22,87,8,8.00
0,34523,35,66.14,222.00,10.00,54,33,81,8,8.00
0,34524,2,193.50,360.00,27.00,0,0,0,8,8.00
0,34526,38,43.76,321.00,9.00,27,18,44,8,8.00
0,34527,1,118.00,118.00,118.00,0,0,0,8,8.00
0,34529,1,16.00,16.00,16.00,0,0,0,8,8.00
0,34537,3,29.33,38.00,20.00,0,0,0,8,8.00
0,34547,15,52.27,290.00,7.00,28,18,61,8,8.00
0,34560,6,23.00,38.00,13.00,29,15,29,8,8.00
0,34561,20,16.10,35.00,7.00,13,10,22,8,8.00
0,34562,9,17.00,32.00,6.00,16,7,29,8,8.00
0,34576,5,226.40,509.00,43.00,77,49,509,8,8.00
0,34578,1,42.00,42.00,42.00,0,0,0,8,8.00
0,34579,7,182.71,518.00,37.00,167,87,310,8,8.00
0,34580,1,59.00,59.00,59.00,0,0,0,8,8.00
0,34582,8,40.88,114.00,10.00,29,15,74,8,8.00
0,34590,3,79.33,142.00,29.00,0,0,0,8,8.00
0,34591,9,30.67,51.00,19.00,30,20,46,8,8.00
0,34596,3,24.33,36.00,15.00,0,0,0,8,8.00
0,34609,45,53.20,199.00,13.00,44,25,68,8,8.00
0,34614,1,52.00,52.00,52.00,0,0,0,8,8.00
0,34632,5,89.60,126.00,23.00,104,79,126,8,8.00
0,34633,8,365.13,2034.00,15.00,156,29,338,8,8.00
0,34642,5,79.00,204.00,29.00,58,44,204,8,8.00
0,34643,2,34.50,38.00,31.00,0,0,0,8,8.00
0,34651,25,45.64,588.00,4.00,15,12,32,8,8.00
0,34658,16,204.13,944.00,32.00,164,126,214,8,8.00
0,34659,5,26.60,40.00,10.00,24,20,40,8,8.00
0,34676,2,114.50,193.00,36.00,0,0,0,8,8.00
0,34677,7,35.00,60.00,15.00,42,30,46,8,8.00
0,34697,4,138.00,436.00,32.00,47,37,436,8,8.00
0,34702,2,30.00,45.00,15.00,0,0,0,8,8.00
0,34703,2,59.00,66.00,52.00,0,0,0,8,8.00
0,34731,2,187.50,226.00,149.00,0,0,0,8,8.00
0,34732,1,19.00,19.00,19.00,0,0,0,8,8.00
0,34762,2,30.00,35.00,25.00,0,0,0,8,8.00
0,34766,2,58.50,81.00,36.00,0,0,0,8,8.00
0,34805,7,80.57,358.00,17.00,47,23,64,8,8.00
0,34834,5,126.80,299.00,41.00,101,62,299,8,8.00
0,34835,5,64.00,132.00,19.00,46,39,132,8,8.00
0,34836,1,74.00,74.00,74.00,0,0,0,8,8.00
0,34837,1,53.00,53.00,53.00,0,0,0,8,8.00
0,34848,25,26.96,122.00,9.00,20,17,26,8,8.00
0,34864,3,26.67,31.00,20.00,0,0,0,8,8.00
0,34877,1,47.00,47.00,47.00,0,0,0,8,8.00
0,34878,1,47.00,47.00,47.00,0,0,0,8,8.00
0,34881,2,33.50,48.00,19.00,0,0,0,8,8.00
0,34893,5,51.00,85.00,25.00,55,28,85,8,8.00
0,34894,2,36.00,40.00,32.00,0,0,0,8,8.00
0,34910,20,28.00,139.00,7.00,26,12,32,8,8.00
0,34912,4,31.25,36.00,23.00,36,30,36,8,8.00
0,34916,2,16.00,17.00,15.00,0,0,0,8,8.00
0,34957,7,87.43,204.00,23.00,105,29,181,8,8.00
0,34986,11,21.09,56.00,5.00,20,16,23,8,8.00
0,34987,3,50.00,85.00,10.00,0,0,0,8,8.00
0,34989,7,321.57,1735.00,17.00,103,78,191,8,8.00
0,35002,3,97.67,164.00,34.00,0,0,0,8,8.00
0,35018,1,33.00,33.00,33.00,0,0,0,8,8.00
0,35019,1,12.00,12.00,12.00,0,0,0,8,8.00
0,35025,2,50.50,89.00,12.00,0,0,0,8,8.00
0,35035,27,20.19,152.00,6.00,12,10,18,8,8.00
0,35057,6,27.17,35.00,21.00,30,23,31,8,8.00
0,35060,5,29.80,49.00,16.00,27,24,49,8,8.00
0,35068,8,44.63,115.00,14.00,46,19,60,8,8.00
0,35071,11,63.73,258.00,22.00,47,32,62,8,8.00
0,35092,14,32.21,94.00,7.00,24,14,47,8,8.00
0,35093,2,578.00,986.00,170.00,0,0,0,8,8.00
0,35094,2,64.00,83.00,45.00,0,0,0,8,8.00
0,35110,5,23.40,48.00,9.00,21,16,48,8,8.00
0,35114,4,63.00,156.00,17.00,57,22,156,8,8.00
0,35126,1,33.00,33.00,33.00,0,0,0,8,8.00
0,35127,1,73.00,73.00,73.00,0,0,0,8,8.00
0,35128,3,52.33,55.00,48.00,0,0,0,8,8.00
0,35135,7,18.00,29.00,12.00,20,15,20,8,8.00
0,35137,16,18.38,75.00,7.00,13,10,17,8,8.00
0,35160,1,94.00,94.00,94.00,0,0,0,8,8.00
0,35170,4,137.00,207.00,37.00,153,151,207,8,8.00
0,35171,5,74.00,115.00,25.00,93,30,115,8,8.00
0,35173,9,29.89,85.00,7.00,19,17,45,8,8.00
0,35175,3,35.33,51.00,9.00,0,0,0,8,8.00
0,35187,18,34.72,77.00,13.00,30,18,52,8,8.00
0,35190,1,40.00,40.00,40.00,0,0,0,8,8.00
0,35199,2,130.50,182.00,79.00,0,0,0,8,8.00
0,35210,8,66.25,168.00,11.00,72,39,100,8,8.00
0,35211,3,66.00,104.00,11.00,0,0,0,8,8.00
0,35223,3,15.00,24.00,9.00,0,0,0,8,8.00
0,35225,8,44.63,132.00,10.00,30,20,94,8,8.00
0,35226,4,52.50,73.00,31.00,58,48,73,8,8.00
0,35227,2,87.00,129.00,45.00,0,0,0,8,8.00
0,35244,3,50.67,99.00,6.00,0,0,0,8,8.00
0,35249,2,34.50,44.00,25.00,0,0,0,8,8.00
0,35256,15,36.73,167.00,4.00,24,18,50,8,8.00
0,35289,3,20.00,30.00,10.00,0,0,0,8,8.00
0,35307,1,43.00,43.00,43.00,0,0,0,8,8.00
0,35322,2,55.50,84.00,27.00,0,0,0,8,8.00
0,35324,7,97.00,171.00,19.00,110,88,166,8,8.00
0,35330,7,49.14,86.00,13.00,60,42,69,8,8.00
0,35339,1,73.00,73.00,73.00,0,0,0,8,8.00
0,35348,7,219.43,617.00,30.00,240,54,421,8,8.00
0,35349,7,117.29,220.00,15.00,163,50,206,8,8.00
0,35351,2,77.50,125.00,30.00,0,0,0,8,8.00
0,35352,3,84.00,125.00,50.00,0,0,0,8,8.00
0,35355,22,112.77,827.00,16.00,65,46,107,8,8.00
0,35387,60,36.60,188.00,8.00,26,16,48,8,8.00
0,35388,7,174.00,375.00,15.00,163,128,355,8,8.00
0,35391,6,27.83,63.00,14.00,19,17,39,8,8.00
0,35393,5,14.00,22.00,6.00,13,9,22,8,8.00
0,35401,4,60.25,84.00,25.00,83,49,84,8,8.00
0,35402,4,101.25,177.00,41.00,125,62,177,8,8.00
0,35439,1,98.00,98.00,98.00,0,0,0,8,8.00
0,35463,7,67.00,116.00,20.00,88,39,102,8,8.00
0,35464,6,65.00,129.00,27.00,61,31,111,8,8.00
0,35475,2,77.00,92.00,62.00,0,0,0,8,8.00
0,35476,3,14.33,17.00,13.00,0,0,0,8,8.00
0,35477,1,7.00,7.00,7.00,0,0,0,8,8.00
0,35478,8,25.50,42.00,6.00,28,16,38,8,8.00
0,35479,1,11.00,11.00,11.00,0,0,0,8,8.00
0,35480,4,42.00,97.00,16.00,35,20,97,8,8.00
0,35481,10,76.00,208.00,20.00,58,47,124,8,8.00
0,35498,7,64.14,217.00,27.00,42,38,59,8,8.00
0,35499,1,19.00,19.00,19.00,0,0,0,8,8.00
0,35500,6,55.17,107.00,16.00,59,56,70,8,8.00
0,35501,5,24.40,46.00,10.00,19,13,46,8,8.00
0,35502,6,28.67,49.00,12.00,39,19,40,8,8.00
0,35503,9,25.67,55.00,12.00,23,14,43,8,8.00
0,35511,23,21.17,91.00,8.00,18,12,21,8,8.00
0,35517,11,70.09,315.00,7.00,52,9,108,8,8.00
0,35518,12,140.00,632.00,16.00,53,34,227,8,8.00
0,35519,10,82.90,319.00,6.00,38,18,163,8,8.00
0,35525,19,41.05,142.00,5.00,27,14,54,8,8.00
0,35535,6,30.33,96.00,8.00,22,16,31,8,8.00
0,35550,1,23.00,23.00,23.00,0,0,0,8,8.00
0,35551,1,67.00,67.00,67.00,0,0,0,8,8.00
0,35578,1,26.00,26.00,26.00,0,0,0,8,8.00
0,35584,18,42.11,191.00,12.00,34,24,42,8,8.00
0,35586,8,36.63,70.00,15.00,35,26,52,8,8.00
0,35608,1,43.00,43.00,43.00,0,0,0,8,8.00
0,35616,1,80.00,80.00,80.00,0,0,0,8,8.00
0,35621,7,37.00,77.00,11.00,41,29,43,8,8.00
0,35622,1,40.00,40.00,40.00,0,0,0,8,8.00
0,35623,1,23.00,23.00,23.00,0,0,0,8,8.00
0,35630,1,258.00,258.00,258.00,0,0,0,8,8.00
0,35633,3,21.33,23.00,20.00,0,0,0,8,8.00
0,35635,2,279.50,487.00,72.00,0,0,0,8,8.00
0,35662,1,292.00,292.00,292.00,0,0,0,8,8.00
0,35663,1,140.00,140.00,140.00,0,0,0,8,8.00
0,35664,1,61.00,61.00,61.00,0,0,0,8,8.00
0,35669,2,131.50,210.00,53.00,0,0,0,8,8.00
0,35681,10,14.60,43.00,5.00,9,5,30,8,8.00
0,35690,4,180.25,496.00,22.00,175,28,496,8,8.00
0,35696,2,34.50,55.00,14.00,0,0,0,8,8.00
0,35710,3,51.67,122.00,11.00,0,0,0,8,8.00
0,35711,3,22.00,30.00,7.00,0,0,0,8,8.00
0,35727,1,58.00,58.00,58.00,0,0,0,8,8.00
0,35728,12,155.83,521.00,5.00,114,70,241,8,8.00
0,35735,1,19.00,19.00,19.00,0,0,0,8,8.00
0,35752,7,283.43,659.00,103.00,296,132,414,8,8.00
0,35754,17,37.12,160.00,7.00,22,14,57,8,8.00
0,35776,11,84.36,315.00,13.00,49,38,149,8,8.00
0,35777,5,126.60,463.00,15.00,34,25,463,8,8.00
0,35784,5,25.20,44.00,14.00,18,14,44,8,8.00
0,35785,4,24.75,44.00,11.00,25,19,44,8,8.00
0,35790,10,154.50,461.00,20.00,82,53,343,8,8.00
0,35809,1,17.00,17.00,17.00,0,0,0,8,8.00
0,35820,5,42.40,80.00,15.00,24,19,80,8,8.00
0,35843,1,94.00,94.00,94.00,0,0,0,8,8.00
0,35849,2,122.00,195.00,49.00,0,0,0,8,8.00
0,35862,1,9.00,9.00,9.00,0,0,0,8,8.00
0,35872,3,58.33,112.00,21.00,0,0,0,8,8.00
0,35883,2,34.00,47.00,21.00,0,0,0,8,8.00
0,35884,2,35.50,56.00,15.00,0,0,0,8,8.00
0,35905,11,79.91,443.00,7.00,20,14,62,8,8.00
0,35907,16,49.44,194.00,4.00,27,14,99,8,8.00
0,35925,13,39.00,158.00,9.00,22,15,48,8,8.00
0,35937,2,48.00,55.00,41.00,0,0,0,8,8.00
0,35940,3,65.33,123.00,32.00,0,0,0,8,8.00
0,35945,8,262.75,1184.00,26.00,70,60,529,8,8.00
0,35947,2,165.50,247.00,84.00,0,0,0,8,8.00
0,35952,1,49.00,49.00,49.00,0,0,0,8,8.00
0,35953,6,73.33,190.00,7.00,77,27,117,8,8.00
0,35954,8,36.38,72.00,8.00,41,14,56,8,8.00
0,35955,7,37.57,88.00,10.00,47,18,64,8,8.00
0,35956,5,34.00,48.00,18.00,35,26,48,8,8.00
0,35957,6,56.50,154.00,12.00,43,30,84,8,8.00
0,35958,6,38.67,68.00,7.00,40,30,60,8,8.00
0,35959,4,40.25,75.00,19.00,46,21,75,8,8.00
0,35960,5,110.00,343.00,24.00,61,58,343,8,8.00
0,35961,3,49.33,88.00,26.00,0,0,0,8,8.00
0,35963,3,25.67,33.00,16.00,0,0,0,8,8.00
0,35966,4,71.50,142.00,29.00,69,46,142,8,8.00
0,35976,15,24.47,64.00,11.00,21,17,31,8,8.00
0,35977,15,30.80,136.00,8.00,20,17,32,8,8.00
0,35978,8,36.75,118.00,9.00,32,17,48,8,8.00
0,35979,9,13.44,47.00,6.00,9,8,16,8,8.00
0,35980,25,13.96,43.00,6.00,9,7,16,8,8.00
0,35993,5,24.00,66.00,5.00,15,6,66,8,8.00
0,36002,4,61.25,85.00,26.00,84,50,85,8,8.00
0,36044,20,32.40,163.00,10.00,19,15,34,8,8.00
0,36050,1,40.00,40.00,40.00,0,0,0,8,8.00
0,36051,1,401.00,401.00,401.00,0,0,0,8,8.00
0,36052,1,39.00,39.00,39.00,0,0,0,8,8.00
0,36063,5,48.80,79.00,28.00,45,30,79,8,8.00
0,36065,16,97.50,293.00,28.00,59,42,170,8,8.00
0,36070,6,83.17,167.00,44.00,72,70,81,8,8.00
0,36072,7,55.86,266.00,14.00,24,19,26,8,8.00
0,36075,8,86.25,311.00,16.00,60,28,127,8,8.00
0,36089,2,44.50,49.00,40.00,0,0,0,8,8.00
0,36100,3,163.33,237.00,116.00,0,0,0,8,8.00
0,36101,22,134.86,1471.00,11.00,42,27,87,8,8.00
0,36137,8,161.75,373.00,44.00,146,62,324,8,8.00
0,36138,13,77.46,153.00,24.00,57,48,142,8,8.00
0,36139,9,164.56,688.00,16.00,50,38,474,8,8.00
0,36140,14,89.50,324.00,24.00,70,39,101,8,8.00
0,36143,5,188.40,579.00,37.00,139,39,579,8,8.00
0,36150,3,40.67,79.00,16.00,0,0,0,8,8.00
0,36151,3,48.67,94.00,10.00,0,0,0,8,8.00
0,36152,7,16.00,35.00,7.00,22,7,26,8,8.00
0,36153,1,7.00,7.00,7.00,0,0,0,8,8.00
0,36163,3,58.00,94.00,23.00,0,0,0,8,8.00
0,36164,5,77.20,238.00,15.00,43,32,238,8,8.00
0,36165,4,43.75,61.00,23.00,61,30,61,8,8.00
0,36190,4,92.50,204.00,29.00,96,41,204,8,8.00
0,36191,1,41.00,41.00,41.00,0,0,0,8,8.00
0,36192,3,16.00,22.00,12.00,0,0,0,8,8.00
0,36195,2,63.00,109.00,17.00,0,0,0,8,8.00
0,36196,1,110.00,110.00,110.00,0,0,0,8,8.00
0,36209,14,37.71,232.00,4.00,16,14,44,8,8.00
0,36234,1,20.00,20.00,20.00,0,0,0,8,8.00
0,36238,1,25.00,25.00,25.00,0,0,0,8,8.00
0,36276,1,19.00,19.00,19.00,0,0,0,8,8.00
0,36291,27,49.78,575.00,8.00,19,12,41,8,8.00
0,36292,10,127.70,343.00,39.00,82,55,341,8,8.00
0,36295,28,94.71,605.00,10.00,54,29,82,8,8.00
0,36302,2,8.00,10.00,6.00,0,0,0,8,8.00
0,36311,1,204.00,204.00,204.00,0,0,0,8,8.00
0,36313,1,142.00,142.00,142.00,0,0,0,8,8.00
0,36314,3,68.33,99.00,8.00,0,0,0,8,8.00
0,36318,12,99.42,234.00,21.00,86,43,170,8,8.00
0,36319,14,81.21,269.00,14.00,33,27,121,8,8.00
0,36380,1,64.00,64.00,64.00,0,0,0,8,8.00
0,36381,2,55.50,70.00,41.00,0,0,0,8,8.00
0,36382,8,37.75,151.00,10.00,22,17,40,8,8.00
0,36413,36,76.92,375.00,9.00,47,32,74,8,8.00
0,36448,3,31.00,40.00,20.00,0,0,0,8,8.00
0,36458,4,47.50,110.00,11.00,56,13,110,8,8.00
0,36464,1,32.00,32.00,32.00,0,0,0,8,8.00
0,36465,3,82.67,122.00,32.00,0,0,0,8,8.00
0,36466,4,56.25,133.00,19.00,53,20,133,8,8.00
0,36468,2,11.00,12.00,10.00,0,0,0,8,8.00
0,36471,1,4.00,4.00,4.00,0,0,0,8,8.00
0,36502,5,15.80,28.00,9.00,15,9,28,8,8.00
0,36514,27,41.56,415.00,4.00,21,9,39,8,8.00
0,36517,2,53.50,65.00,42.00,0,0,0,8,8.00
0,36521,4,44.50,139.00,11.00,15,13,139,8,8.00
0,36534,2,69.00,96.00,42.00,0,0,0,8,8.00
0,36535,1,165.00,165.00,165.00,0,0,0,8,8.00
0,36541,2,210.00,383.00,37.00,0,0,0,8,8.00
0,36555,1,114.00,114.00,114.00,0,0,0,8,8.00
0,36568,2,19.50,30.00,9.00,0,0,0,8,8.00
0,36591,3,40.33,58.00,24.00,0,0,0,8,8.00
0,36603,6,86.67,261.00,18.00,78,33,105,8,8.00
0,36605,9,93.67,452.00,26.00,40,30,128,8,8.00
0,36606,3,69.33,116.00,37.00,0,0,0,8,8.00
0,36626,2,10.50,14.00,7.00,0,0,0,8,8.00
0,36627,3,64.67,144.00,23.00,0,0,0,8,8.00
0,36640,2,77.50,109.00,46.00,0,0,0,8,8.00
0,36643,2,155.50,297.00,14.00,0,0,0,8,8.00
0,36660,4,70.25,130.00,27.00,71,53,130,8,8.00
0,36669,11,66.91,161.00,7.00,48,33,131,8,8.00
0,36682,1,9.00,9.00,9.00,0,0,0,8,8.00
0,36706,1,261.00,261.00,261.00,0,0,0,8,8.00
0,36707,9,33.33,117.00,6.00,23,7,53,8,8.00
0,36715,3,17.67,27.00,12.00,0,0,0,8,8.00
0,36716,6,13.83,21.00,7.00,16,11,18,8,8.00
0,36761,2,87.50,109.00,66.00,0,0,0,8,8.00
0,36768,11,38.45,109.00,11.00,35,20,44,8,8.00
0,36774,4,80.75,169.00,37.00,75,42,169,8,8.00
0,36778,49,91.57,544.00,11.00,51,35,84,8,8.00
0,36796,1,62.00,62.00,62.00,0,0,0,8,8.00
0,36797,8,25.88,48.00,17.00,25,19,28,8,8.00
0,36798,3,18.67,34.00,11.00,0,0,0,8,8.00
0,36816,3,118.67,196.00,26.00,0,0,0,8,8.00
0,36822,5,166.20,309.00,70.00,164,91,309,8,8.00
0,36827,2,98.00,161.00,35.00,0,0,0,8,8.00
0,36834,2,19.00,21.00,17.00,0,0,0,8,8.00
0,36842,3,63.00,98.00,25.00,0,0,0,8,8.00
0,36843,2,155.00,259.00,51.00,0,0,0,8,8.00
0,36879,3,76.33,151.00,30.00,0,0,0,8,8.00
0,36880,1,91.00,91.00,91.00,0,0,0,8,8.00
0,36896,16,22.13,66.00,5.00,20,15,27,8,8.00
0,36897,5,24.40,44.00,6.00,23,16,44,8,8.00
0,36911,4,16.25,27.00,10.00,14,14,27,8,8.00
0,36932,6,30.00,66.00,8.00,29,20,37,8,8.00
0,36938,5,176.40,503.00,19.00,65,39,503,8,8.00
0,36956,6,44.00,85.00,9.00,44,26,74,8,8.00
0,36958,7,38.57,78.00,20.00,40,30,41,8,8.00
0,36960,5,35.40,47.00,26.00,35,32,47,8,8.00
0,36961,3,31.00,35.00,24.00,0,0,0,8,8.00
0,36962,5,32.40,52.00,24.00,25,25,52,8,8.00
0,36990,1,33.00,33.00,33.00,0,0,0,8,8.00
0,37009,33,84.94,544.00,13.00,50,31,85,8,8.00
0,37056,4,56.00,126.00,20.00,44,34,126,8,8.00
0,37062,8,46.75,117.00,25.00,38,35,50,8,8.00
0,37066,1,11.00,11.00,11.00,0,0,0,8,8.00
0,37067,6,88.67,172.00,43.00,82,81,104,8,8.00
0,37068,1,14.00,14.00,14.00,0,0,0,8,8.00
0,37093,13,34.08,148.00,8.00,15,11,21,8,8.00
0,37112,22,56.00,254.00,10.00,38,23,71,8,8.00
0,37120,2,15.50,17.00,14.00,0,0,0,8,8.00
0,37121,2,49.00,59.00,39.00,0,0,0,8,8.00
0,37127,43,48.42,279.00,7.00,41,24,54,8,8.00
0,37128,7,76.57,188.00,25.00,66,34,146,8,8.00
0,37158,5,37.20,71.00,24.00,31,28,71,8,8.00
0,37159,1,29.00,29.00,29.00,0,0,0,8,8.00
0,37172,1,47.00,47.00,47.00,0,0,0,8,8.00
0,37173,6,60.83,164.00,12.00,50,49,53,8,8.00
0,37185,7,26.29,33.00,22.00,28,24,29,8,8.00
0,37198,3,19.00,41.00,6.00,0,0,0,8,8.00
0,37219,2,36.50,37.00,36.00,0,0,0,8,8.00
0,37220,4,58.25,147.00,16.00,36,34,147,8,8.00
0,37223,11,93.91,320.00,16.00,71,32,80,8,8.00
0,37232,2,32.00,44.00,20.00,0,0,0,8,8.00
0,37245,1,139.00,139.00,139.00,0,0,0,8,8.00
0,37246,7,76.29,328.00,9.00,62,24,67,8,8.00
0,37247,18,28.11,124.00,4.00,24,14,35,8,8.00
0,37252,1,40.00,40.00,40.00,0,0,0,8,8.00
0,37270,3,14.33,21.00,10.00,0,0,0,8,8.00
0,37271,7,96.57,220.00,22.00,134,44,181,8,8.00
0,37277,4,155.25,406.00,51.00,99,65,406,8,8.00
0,37342,4,78.25,151.00,39.00,73,50,151,8,8.00
0,37351,4,36.75,49.00,16.00,47,35,49,8,8.00
0,37354,1,43.00,43.00,43.00,0,0,0,8,8.00
0,37355,3,40.00,84.00,14.00,0,0,0,8,8.00
0,37357,1,13.00,13.00,13.00,0,0,0,8,8.00
0,37358,6,37.33,60.00,27.00,36,30,42,8,8.00
0,37359,3,37.00,56.00,23.00,0,0,0,8,8.00
0,37360,19,36.32,131.00,8.00,31,13,61,8,8.00
0,37400,9,24.44,52.00,11.00,19,12,45,8,8.00
0,37402,1,43.00,43.00,43.00,0,0,0,8,8.00
0,37416,1,14.00,14.00,14.00,0,0,0,8,8.00
0,37418,2,195.50,200.00,191.00,0,0,0,8,8.00
0,37420,18,92.67,281.00,14.00,77,34,137,8,8.00
0,37433,3,48.33,113.00,10.00,0,0,0,8,8.00
0,37452,99,59.95,602.00,6.00,32,25,53,8,8.00
0,37457,1,85.00,85.00,85.00,0,0,0,8,8.00
0,37476,6,50.17,181.00,8.00,18,15,66,8,8.00
0,37487,4,36.75,76.00,11.00,38,22,76,8,8.00
0,37507,2,18.50,28.00,9.00,0,0,0,8,8.00
0,37518,1,97.00,97.00,97.00,0,0,0,8,8.00
0,37519,2,265.00,500.00,30.00,0,0,0,8,8.00
0,37522,2,8.50,11.00,6.00,0,0,0,8,8.00
0,37524,11,35.73,159.00,6.00,23,16,37,8,8.00
0,37525,4,76.00,131.00,48.00,63,62,131,8,8.00
0,37527,3,22.00,42.00,11.00,0,0,0,8,8.00
0,37528,1,142.00,142.00,142.00,0,0,0,8,8.00
0,37532,10,88.80,193.00,17.00,91,52,146,8,8.00
0,37534,6,90.50,197.00,32.00,92,47,139,8,8.00
0,37536,2,23.50,24.00,23.00,0,0,0,8,8.00
0,37549,37,56.68,201.00,10.00,44,28,66,8,8.00
0,37557,8,37.38,64.00,19.00,36,32,41,8,8.00
0,37562,9,63.22,303.00,19.00,31,23,52,8,8.00
0,37566,2,18.00,22.00,14.00,0,0,0,8,8.00
0,37567,1,477.00,477.00,477.00,0,0,0,8,8.00
