cluster_id, pattern_id, num_occurences_in_dataset, avg_time_in_secs, max_time_in_secs, min_time_in_secs, median_time_in_secs, 25pctl_time_in_secs, 75pctl_time_in_secs, number_of_messages, avg_number_of_messages_in_match
0,49724,3,75.00,213.00,5.00,0,0,0,10,10.00
0,49730,2,32.50,47.00,18.00,0,0,0,10,10.00
0,49732,7,30.57,68.00,11.00,34,21,37,10,10.00
0,49734,42,35.19,284.00,8.00,26,15,45,10,10.00
0,49737,2,130.50,132.00,129.00,0,0,0,10,10.00
0,49740,2,61.00,86.00,36.00,0,0,0,10,10.00
0,49766,1,16.00,16.00,16.00,0,0,0,10,10.00
0,49802,4,41.25,57.00,28.00,51,29,57,10,10.00
0,49803,3,28.67,44.00,19.00,0,0,0,10,10.00
0,49807,1,14.00,14.00,14.00,0,0,0,10,10.00
0,49808,1,101.00,101.00,101.00,0,0,0,10,10.00
0,49811,4,26.50,39.00,14.00,33,20,39,10,10.00
0,49815,1,31.00,31.00,31.00,0,0,0,10,10.00
0,49825,1,19.00,19.00,19.00,0,0,0,10,10.00
0,49830,1,15.00,15.00,15.00,0,0,0,10,10.00
0,49862,3,93.00,240.00,7.00,0,0,0,10,10.00
0,49871,19,34.42,97.00,10.00,28,19,50,10,10.00
0,49883,7,32.71,80.00,11.00,38,16,42,10,10.00
0,49885,11,37.73,103.00,11.00,37,20,51,10,10.00
0,49886,1,12.00,12.00,12.00,0,0,0,10,10.00
0,49888,3,38.67,53.00,30.00,0,0,0,10,10.00
0,49891,19,104.21,534.00,12.00,61,42,99,10,10.00
0,49892,14,107.21,382.00,17.00,81,53,145,10,10.00
0,49893,34,126.03,481.00,11.00,99,40,177,10,10.00
0,49912,12,57.67,103.00,16.00,60,43,82,10,10.00
0,49917,3,19.33,38.00,7.00,0,0,0,10,10.00
0,49918,2,37.50,60.00,15.00,0,0,0,10,10.00
0,49923,2,57.00,59.00,55.00,0,0,0,10,10.00
0,49945,23,67.09,203.00,15.00,44,38,111,10,10.00
0,49946,14,127.29,358.00,31.00,63,48,196,10,10.00
0,49955,7,31.86,69.00,15.00,27,19,53,10,10.00
0,49957,4,38.00,50.00,28.00,37,37,50,10,10.00
0,49976,1,13.00,13.00,13.00,0,0,0,10,10.00
0,49990,36,28.89,142.00,10.00,25,15,31,10,10.00
0,49994,2,10.50,11.00,10.00,0,0,0,10,10.00
0,50005,85,64.96,664.00,13.00,38,26,78,10,10.00
0,50009,1,21.00,21.00,21.00,0,0,0,10,10.00
0,50042,4,73.25,180.00,27.00,49,37,180,10,10.00
0,50044,4,26.00,85.00,6.00,7,6,85,10,10.00
0,50045,1,5.00,5.00,5.00,0,0,0,10,10.00
0,50048,1,260.00,260.00,260.00,0,0,0,10,10.00
0,50061,445,117.37,848.00,11.00,99,47,168,10,10.00
0,50069,5,132.20,379.00,16.00,70,27,379,10,10.00
0,50071,15,37.73,126.00,14.00,33,27,40,10,10.00
0,50072,1,81.00,81.00,81.00,0,0,0,10,10.00
0,50074,2,47.00,58.00,36.00,0,0,0,10,10.00
0,50121,9,95.44,170.00,17.00,82,37,164,10,10.00
0,50146,2,53.50,54.00,53.00,0,0,0,10,10.00
0,50155,1,136.00,136.00,136.00,0,0,0,10,10.00
0,50157,5,46.20,91.00,14.00,19,18,91,10,10.00
0,50163,3,283.67,359.00,244.00,0,0,0,10,10.00
0,50164,4,157.25,296.00,49.00,189,95,296,10,10.00
0,50192,2,34.50,37.00,32.00,0,0,0,10,10.00
0,50195,6,23.00,34.00,16.00,25,18,28,10,10.00
0,50279,2,39.00,71.00,7.00,0,0,0,10,10.00
0,50280,1,125.00,125.00,125.00,0,0,0,10,10.00
0,50281,7,39.00,97.00,11.00,40,14,73,10,10.00
0,50282,67,65.58,460.00,9.00,51,32,86,10,10.00
0,50290,10,17.50,27.00,11.00,18,12,25,10,10.00
0,50295,64,114.92,747.00,9.00,61,40,125,10,10.00
0,50299,6,74.67,193.00,14.00,72,42,86,10,10.00
0,50308,2,15.50,16.00,15.00,0,0,0,10,10.00
0,50332,5,72.60,203.00,20.00,42,26,203,10,10.00
0,50350,4,19.25,35.00,11.00,16,15,35,10,10.00
0,50356,1,26.00,26.00,26.00,0,0,0,10,10.00
0,50387,5,14.20,16.00,10.00,15,14,16,10,10.00
0,50414,4,34.00,94.00,10.00,17,15,94,10,10.00
0,50430,2,60.00,70.00,50.00,0,0,0,10,10.00
0,50431,5,26.60,31.00,18.00,27,27,31,10,10.00
0,50444,1,185.00,185.00,185.00,0,0,0,10,10.00
0,50460,2,21.50,38.00,5.00,0,0,0,10,10.00
0,50466,5,32.60,76.00,9.00,30,14,76,10,10.00
0,50468,1,111.00,111.00,111.00,0,0,0,10,10.00
0,50475,6,198.67,566.00,49.00,127,67,324,10,10.00
0,50476,3,15.33,19.00,9.00,0,0,0,10,10.00
0,50482,1,132.00,132.00,132.00,0,0,0,10,10.00
0,50485,4,56.25,75.00,40.00,64,46,75,10,10.00
0,50496,3,20.33,28.00,10.00,0,0,0,10,10.00
0,50503,4,24.25,42.00,9.00,32,14,42,10,10.00
0,50504,1,20.00,20.00,20.00,0,0,0,10,10.00
0,50510,2,32.50,48.00,17.00,0,0,0,10,10.00
0,50518,1,88.00,88.00,88.00,0,0,0,10,10.00
0,50523,3,25.33,30.00,22.00,0,0,0,10,10.00
0,50529,9,36.44,82.00,16.00,30,22,53,10,10.00
0,50549,11,44.18,131.00,9.00,31,15,85,10,10.00
0,50553,2,62.50,70.00,55.00,0,0,0,10,10.00
0,50554,7,20.14,33.00,10.00,22,20,25,10,10.00
0,50558,1,9.00,9.00,9.00,0,0,0,10,10.00
0,50571,3,49.33,91.00,24.00,0,0,0,10,10.00
0,50618,1,35.00,35.00,35.00,0,0,0,10,10.00
0,50624,5,26.00,58.00,12.00,20,17,58,10,10.00
0,50643,4,36.50,86.00,12.00,30,18,86,10,10.00
0,50646,4,42.50,78.00,21.00,46,25,78,10,10.00
0,50647,3,44.67,66.00,30.00,0,0,0,10,10.00
0,50648,6,97.33,409.00,14.00,49,38,54,10,10.00
0,50649,3,42.33,54.00,29.00,0,0,0,10,10.00
0,50669,1,25.00,25.00,25.00,0,0,0,10,10.00
0,50671,3,122.00,204.00,47.00,0,0,0,10,10.00
0,50673,1,8.00,8.00,8.00,0,0,0,10,10.00
0,50693,18,40.67,193.00,8.00,25,15,55,10,10.00
0,50694,2,63.50,102.00,25.00,0,0,0,10,10.00
0,50695,3,24.33,31.00,17.00,0,0,0,10,10.00
0,50697,3,32.67,47.00,17.00,0,0,0,10,10.00
0,50700,5,16.20,31.00,9.00,14,13,31,10,10.00
0,50724,1,14.00,14.00,14.00,0,0,0,10,10.00
0,50729,5,28.40,83.00,11.00,16,13,83,10,10.00
0,50736,1,481.00,481.00,481.00,0,0,0,10,10.00
0,50737,35,28.03,72.00,12.00,24,18,35,10,10.00
0,50750,4,26.25,73.00,8.00,14,10,73,10,10.00
0,50759,5,57.20,99.00,26.00,56,29,99,10,10.00
0,50760,3,32.33,38.00,28.00,0,0,0,10,10.00
0,50761,5,75.20,183.00,15.00,51,20,183,10,10.00
0,50762,5,94.80,175.00,27.00,90,41,175,10,10.00
0,50766,18,29.61,75.00,11.00,26,16,35,10,10.00
0,50787,2,23.50,27.00,20.00,0,0,0,10,10.00
0,50793,3,99.33,153.00,55.00,0,0,0,10,10.00
0,50794,4,106.75,195.00,41.00,96,95,195,10,10.00
0,50797,3,27.33,54.00,7.00,0,0,0,10,10.00
0,50809,3,25.67,40.00,11.00,0,0,0,10,10.00
0,50811,9,103.22,347.00,11.00,26,18,338,10,10.00
0,50813,5,27.20,48.00,11.00,27,20,48,10,10.00
0,50815,6,49.33,202.00,11.00,22,12,37,10,10.00
0,50819,18,70.33,212.00,21.00,62,29,98,10,10.00
0,50821,4,27.25,31.00,21.00,29,28,31,10,10.00
0,50826,15,76.67,197.00,20.00,57,33,143,10,10.00
0,50827,3,16.67,19.00,14.00,0,0,0,10,10.00
0,50831,2,152.50,242.00,63.00,0,0,0,10,10.00
0,50838,3,83.00,116.00,37.00,0,0,0,10,10.00
0,50840,2,21.50,25.00,18.00,0,0,0,10,10.00
0,50841,5,27.00,51.00,12.00,20,14,51,10,10.00
0,50850,1,49.00,49.00,49.00,0,0,0,10,10.00
0,50851,7,33.57,75.00,18.00,30,19,53,10,10.00
0,50854,4,32.25,46.00,20.00,38,25,46,10,10.00
0,50855,3,117.67,259.00,17.00,0,0,0,10,10.00
0,50856,1,27.00,27.00,27.00,0,0,0,10,10.00
0,50862,1,15.00,15.00,15.00,0,0,0,10,10.00
0,50870,1,122.00,122.00,122.00,0,0,0,10,10.00
0,50871,12,65.33,251.00,15.00,55,35,77,10,10.00
0,50880,2,135.50,180.00,91.00,0,0,0,10,10.00
0,50886,32,73.53,267.00,12.00,53,44,86,10,10.00
0,50887,8,50.38,114.00,11.00,45,31,74,10,10.00
0,50892,1,25.00,25.00,25.00,0,0,0,10,10.00
0,50903,2,42.00,47.00,37.00,0,0,0,10,10.00
0,50904,5,72.40,244.00,12.00,37,16,244,10,10.00
0,50905,3,36.67,50.00,23.00,0,0,0,10,10.00
0,50906,1,90.00,90.00,90.00,0,0,0,10,10.00
0,50907,4,57.25,87.00,36.00,67,39,87,10,10.00
0,50908,3,43.33,48.00,34.00,0,0,0,10,10.00
0,50910,14,43.14,153.00,10.00,30,23,60,10,10.00
0,50916,1,234.00,234.00,234.00,0,0,0,10,10.00
0,50917,3,264.00,631.00,51.00,0,0,0,10,10.00
0,50918,2,80.50,89.00,72.00,0,0,0,10,10.00
0,50920,29,120.28,443.00,18.00,85,59,181,10,10.00
0,50921,5,105.80,246.00,27.00,35,33,246,10,10.00
0,50924,1,9.00,9.00,9.00,0,0,0,10,10.00
0,50927,4,32.75,57.00,18.00,35,21,57,10,10.00
0,50956,4,66.75,112.00,16.00,75,64,112,10,10.00
0,50970,2,18.00,23.00,13.00,0,0,0,10,10.00
0,50971,3,43.00,77.00,12.00,0,0,0,10,10.00
0,50975,2,29.00,33.00,25.00,0,0,0,10,10.00
0,50976,11,71.45,200.00,12.00,60,44,114,10,10.00
0,50977,6,37.33,71.00,11.00,28,27,63,10,10.00
0,50984,2,30.00,48.00,12.00,0,0,0,10,10.00
0,50985,2,170.50,323.00,18.00,0,0,0,10,10.00
0,50989,4,22.25,50.00,7.00,19,13,50,10,10.00
0,51007,7,94.14,236.00,36.00,83,54,149,10,10.00
0,51042,2,33.00,40.00,26.00,0,0,0,10,10.00
0,51053,12,61.58,199.00,11.00,43,33,80,10,10.00
0,51059,14,40.57,138.00,8.00,34,21,54,10,10.00
0,51072,1,11.00,11.00,11.00,0,0,0,10,10.00
0,51073,3,55.67,116.00,12.00,0,0,0,10,10.00
0,51074,5,27.60,74.00,11.00,16,12,74,10,10.00
0,51089,3,22.67,41.00,12.00,0,0,0,10,10.00
0,51090,4,42.50,73.00,16.00,62,19,73,10,10.00
0,51122,5,38.40,84.00,8.00,15,11,84,10,10.00
0,51150,5,32.60,48.00,13.00,35,28,48,10,10.00
0,51151,2,64.00,100.00,28.00,0,0,0,10,10.00
0,51152,4,57.50,97.00,30.00,60,43,97,10,10.00
0,51153,1,43.00,43.00,43.00,0,0,0,10,10.00
0,51155,4,36.00,82.00,10.00,34,18,82,10,10.00
0,51171,1,128.00,128.00,128.00,0,0,0,10,10.00
0,51188,1,15.00,15.00,15.00,0,0,0,10,10.00
0,51211,23,57.96,146.00,20.00,51,42,59,10,10.00
0,51218,1,41.00,41.00,41.00,0,0,0,10,10.00
0,51221,41,33.02,284.00,7.00,21,14,39,10,10.00
0,51250,1,64.00,64.00,64.00,0,0,0,10,10.00
0,51251,5,33.60,48.00,16.00,37,24,48,10,10.00
0,51252,9,52.22,106.00,22.00,42,28,90,10,10.00
0,51293,7,31.14,62.00,10.00,27,23,48,10,10.00
0,51296,7,117.14,280.00,40.00,124,82,132,10,10.00
0,51308,7,43.00,80.00,14.00,50,15,78,10,10.00
0,51310,12,80.58,203.00,23.00,68,39,145,10,10.00
0,51347,2,25.00,35.00,15.00,0,0,0,10,10.00
0,51348,3,38.00,42.00,30.00,0,0,0,10,10.00
0,51349,1,30.00,30.00,30.00,0,0,0,10,10.00
0,51355,3,42.33,75.00,19.00,0,0,0,10,10.00
0,51363,5,39.20,99.00,12.00,32,20,99,10,10.00
0,51366,1,75.00,75.00,75.00,0,0,0,10,10.00
0,51378,1,192.00,192.00,192.00,0,0,0,10,10.00
0,51423,11,53.36,89.00,18.00,66,35,73,10,10.00
0,51429,17,57.94,306.00,17.00,40,29,58,10,10.00
0,51454,2,23.00,25.00,21.00,0,0,0,10,10.00
0,51455,1,31.00,31.00,31.00,0,0,0,10,10.00
0,51457,2,26.00,31.00,21.00,0,0,0,10,10.00
0,51467,74,121.82,1277.00,10.00,64,34,164,10,10.00
0,51471,2,33.00,41.00,25.00,0,0,0,10,10.00
0,51472,5,49.80,75.00,16.00,57,43,75,10,10.00
0,51473,3,29.00,60.00,11.00,0,0,0,10,10.00
0,51475,3,16.00,19.00,14.00,0,0,0,10,10.00
0,51488,3,23.67,38.00,13.00,0,0,0,10,10.00
0,51497,33,28.12,110.00,9.00,22,14,30,10,10.00
0,51512,5,127.40,498.00,22.00,26,25,498,10,10.00
0,51514,8,30.38,73.00,6.00,23,14,53,10,10.00
0,51547,3,110.00,145.00,90.00,0,0,0,10,10.00
0,51555,2,35.50,51.00,20.00,0,0,0,10,10.00
0,51561,1,108.00,108.00,108.00,0,0,0,10,10.00
0,51570,87,69.03,671.00,14.00,42,29,80,10,10.00
0,51571,731,49.33,329.00,9.00,33,22,60,10,10.00
0,51651,4,28.50,54.00,13.00,28,19,54,10,10.00
0,51674,4,41.25,93.00,11.00,36,25,93,10,10.00
0,51690,8,97.38,243.00,10.00,100,47,195,10,10.00
0,51709,3,211.00,324.00,129.00,0,0,0,10,10.00
0,51716,1,45.00,45.00,45.00,0,0,0,10,10.00
0,51736,9,27.00,40.00,13.00,31,16,38,10,10.00
0,51746,19,114.00,313.00,11.00,101,55,178,10,10.00
0,51760,1,12.00,12.00,12.00,0,0,0,10,10.00
0,51811,3,83.33,102.00,69.00,0,0,0,10,10.00
0,51813,2,4.50,5.00,4.00,0,0,0,10,10.00
0,51819,12,63.08,314.00,9.00,45,32,60,10,10.00
0,51835,5,19.40,28.00,11.00,16,15,28,10,10.00
0,51845,1,13.00,13.00,13.00,0,0,0,10,10.00
0,51866,4,32.00,46.00,19.00,38,25,46,10,10.00
0,51885,1,34.00,34.00,34.00,0,0,0,10,10.00
0,51886,3,12.00,27.00,4.00,0,0,0,10,10.00
0,51911,1,183.00,183.00,183.00,0,0,0,10,10.00
0,51918,19,56.53,156.00,19.00,48,31,80,10,10.00
0,51930,4,34.00,58.00,16.00,32,30,58,10,10.00
0,51931,8,102.13,275.00,41.00,101,45,134,10,10.00
0,51935,3,22.33,45.00,7.00,0,0,0,10,10.00
0,51941,17,42.18,382.00,11.00,14,13,28,10,10.00
0,51943,5,15.80,37.00,7.00,11,11,37,10,10.00
0,51946,4,32.00,45.00,19.00,38,26,45,10,10.00
0,51948,1,62.00,62.00,62.00,0,0,0,10,10.00
0,51951,5,56.20,147.00,22.00,37,36,147,10,10.00
0,51981,3,29.00,42.00,21.00,0,0,0,10,10.00
0,51992,1,180.00,180.00,180.00,0,0,0,10,10.00
0,52014,4,46.25,58.00,33.00,54,40,58,10,10.00
0,52016,15,38.87,196.00,9.00,28,24,36,10,10.00
0,52020,1,45.00,45.00,45.00,0,0,0,10,10.00
0,52026,9,73.89,162.00,23.00,57,45,130,10,10.00
0,52027,10,66.40,132.00,29.00,56,42,126,10,10.00
0,52049,1,5.00,5.00,5.00,0,0,0,10,10.00
0,52053,1,27.00,27.00,27.00,0,0,0,10,10.00
0,52067,7,71.86,320.00,10.00,43,26,45,10,10.00
0,52071,2,34.00,40.00,28.00,0,0,0,10,10.00
0,52073,3,44.33,50.00,39.00,0,0,0,10,10.00
0,52084,2,30.50,44.00,17.00,0,0,0,10,10.00
0,52085,4,50.00,77.00,27.00,49,47,77,10,10.00
0,52088,6,50.50,175.00,13.00,26,21,52,10,10.00
0,52091,1,108.00,108.00,108.00,0,0,0,10,10.00
0,52105,2,33.00,54.00,12.00,0,0,0,10,10.00
0,52106,1,33.00,33.00,33.00,0,0,0,10,10.00
0,52120,3,27.67,33.00,20.00,0,0,0,10,10.00
0,52121,2,14.00,17.00,11.00,0,0,0,10,10.00
0,52122,1,14.00,14.00,14.00,0,0,0,10,10.00
0,52123,4,104.50,326.00,11.00,44,37,326,10,10.00
0,52125,8,29.63,70.00,13.00,28,21,40,10,10.00
0,52126,8,35.50,158.00,5.00,19,15,35,10,10.00
0,52132,5,54.40,94.00,39.00,42,42,94,10,10.00
0,52193,4,11.50,20.00,8.00,9,9,20,10,10.00
0,52202,7,90.29,186.00,29.00,131,31,165,10,10.00
0,52226,11,114.00,268.00,39.00,75,53,242,10,10.00
0,52229,1,166.00,166.00,166.00,0,0,0,10,10.00
0,52231,6,22.50,29.00,15.00,23,22,26,10,10.00
0,52238,2,39.00,66.00,12.00,0,0,0,10,10.00
0,52276,4,16.75,26.00,11.00,19,11,26,10,10.00
0,52277,10,35.80,112.00,15.00,28,20,48,10,10.00
0,52316,4,58.25,90.00,34.00,69,40,90,10,10.00
0,52320,3,54.33,82.00,37.00,0,0,0,10,10.00
0,52328,4,140.50,220.00,77.00,169,96,220,10,10.00
0,52329,1,18.00,18.00,18.00,0,0,0,10,10.00
0,52330,2,27.00,27.00,27.00,0,0,0,10,10.00
0,52334,1,93.00,93.00,93.00,0,0,0,10,10.00
0,52340,301,95.98,695.00,8.00,56,30,98,10,10.00
0,52347,76,116.50,614.00,10.00,87,41,147,10,10.00
0,52365,7,59.71,204.00,15.00,57,29,59,10,10.00
0,52376,2,22.50,23.00,22.00,0,0,0,10,10.00
0,52377,2,71.50,93.00,50.00,0,0,0,10,10.00
0,52379,1,93.00,93.00,93.00,0,0,0,10,10.00
0,52386,3,261.00,630.00,50.00,0,0,0,10,10.00
0,52397,4,28.75,57.00,7.00,34,17,57,10,10.00
0,52401,60,114.98,434.00,10.00,74,34,181,10,10.00
0,52409,3,39.67,68.00,17.00,0,0,0,10,10.00
0,52438,1,66.00,66.00,66.00,0,0,0,10,10.00
0,52449,4,56.00,103.00,25.00,52,44,103,10,10.00
0,52467,3,79.67,111.00,28.00,0,0,0,10,10.00
0,52477,1,62.00,62.00,62.00,0,0,0,10,10.00
0,52478,3,10.33,14.00,8.00,0,0,0,10,10.00
0,52484,15,72.33,571.00,13.00,32,17,66,10,10.00
0,52506,1,106.00,106.00,106.00,0,0,0,10,10.00
0,52515,2,160.00,298.00,22.00,0,0,0,10,10.00
0,52528,3,23.00,29.00,14.00,0,0,0,10,10.00
0,52529,7,33.71,97.00,16.00,27,24,29,10,10.00
0,52531,24,41.67,193.00,9.00,25,15,65,10,10.00
0,52532,1,212.00,212.00,212.00,0,0,0,10,10.00
0,52538,1,16.00,16.00,16.00,0,0,0,10,10.00
0,52545,20,42.50,382.00,11.00,18,13,37,10,10.00
0,52560,1,26.00,26.00,26.00,0,0,0,10,10.00
0,52580,3,81.67,110.00,67.00,0,0,0,10,10.00
0,52581,1,52.00,52.00,52.00,0,0,0,10,10.00
0,52582,17,22.59,81.00,8.00,13,11,35,10,10.00
0,52637,4,25.75,54.00,10.00,23,16,54,10,10.00
0,52651,1,18.00,18.00,18.00,0,0,0,10,10.00
0,52659,3,26.33,33.00,21.00,0,0,0,10,10.00
0,52674,12,100.00,216.00,45.00,83,59,153,10,10.00
0,52677,3,47.33,74.00,13.00,0,0,0,10,10.00
0,52679,2,93.50,137.00,50.00,0,0,0,10,10.00
0,52691,1,303.00,303.00,303.00,0,0,0,10,10.00
0,52694,19,26.32,68.00,7.00,18,13,46,10,10.00
0,52696,4,222.25,470.00,82.00,193,144,470,10,10.00
0,52697,7,40.00,61.00,25.00,44,33,45,10,10.00
0,52703,9,23.44,44.00,11.00,22,13,44,10,10.00
0,52713,2,7.00,8.00,6.00,0,0,0,10,10.00
0,52716,19,101.11,416.00,24.00,85,69,109,10,10.00
0,52732,3,55.33,104.00,10.00,0,0,0,10,10.00
0,52752,5,16.20,28.00,10.00,14,12,28,10,10.00
0,52753,1,11.00,11.00,11.00,0,0,0,10,10.00
0,52755,5,22.40,39.00,12.00,22,13,39,10,10.00
0,52781,29,156.07,848.00,17.00,109,68,200,10,10.00
0,52782,26,100.81,397.00,17.00,70,51,120,10,10.00
0,52795,15,99.27,349.00,17.00,74,52,130,10,10.00
0,52796,17,64.76,203.00,12.00,43,18,114,10,10.00
0,52799,5,39.80,64.00,19.00,36,33,64,10,10.00
0,52808,3,94.00,128.00,77.00,0,0,0,10,10.00
0,52821,5,23.40,42.00,12.00,14,13,42,10,10.00
0,52824,9,45.22,156.00,10.00,36,21,61,10,10.00
0,52840,9,17.78,32.00,12.00,15,13,25,10,10.00
0,52841,6,22.33,44.00,12.00,22,17,23,10,10.00
0,52854,61,38.72,312.00,8.00,26,15,39,10,10.00
0,52863,2,50.00,63.00,37.00,0,0,0,10,10.00
0,52864,6,69.67,105.00,22.00,85,78,104,10,10.00
0,52876,3,87.67,175.00,41.00,0,0,0,10,10.00
0,52892,2,43.50,52.00,35.00,0,0,0,10,10.00
0,52900,1,156.00,156.00,156.00,0,0,0,10,10.00
0,52908,13,64.77,329.00,12.00,37,15,81,10,10.00
0,52911,1,40.00,40.00,40.00,0,0,0,10,10.00
0,52912,1,61.00,61.00,61.00,0,0,0,10,10.00
0,52913,3,39.33,48.00,25.00,0,0,0,10,10.00
0,52914,5,20.20,35.00,14.00,17,16,35,10,10.00
0,52935,1,119.00,119.00,119.00,0,0,0,10,10.00
0,52945,2,22.00,25.00,19.00,0,0,0,10,10.00
0,52946,4,10.75,19.00,4.00,10,10,19,10,10.00
0,52952,1,53.00,53.00,53.00,0,0,0,10,10.00
0,52953,5,22.60,40.00,13.00,21,18,40,10,10.00
0,52956,1,5.00,5.00,5.00,0,0,0,10,10.00
0,52969,1,166.00,166.00,166.00,0,0,0,10,10.00
0,52986,2,49.00,69.00,29.00,0,0,0,10,10.00
0,53008,13,28.23,79.00,7.00,21,17,37,10,10.00
0,53028,3,32.00,53.00,13.00,0,0,0,10,10.00
0,53029,8,94.63,466.00,16.00,52,36,66,10,10.00
0,53030,2,38.00,48.00,28.00,0,0,0,10,10.00
0,53041,3,54.67,87.00,25.00,0,0,0,10,10.00
0,53043,4,40.25,78.00,16.00,35,32,78,10,10.00
0,53044,3,83.33,116.00,45.00,0,0,0,10,10.00
0,53045,13,113.77,232.00,37.00,94,58,225,10,10.00
0,53058,5,73.00,138.00,32.00,61,57,138,10,10.00
0,53060,1,53.00,53.00,53.00,0,0,0,10,10.00
0,53081,14,83.64,221.00,19.00,66,41,88,10,10.00
0,53082,1,19.00,19.00,19.00,0,0,0,10,10.00
0,53084,1,22.00,22.00,22.00,0,0,0,10,10.00
0,53106,31,21.84,114.00,9.00,14,11,29,10,10.00
0,53111,10,39.20,81.00,16.00,41,25,62,10,10.00
0,53112,4,57.00,100.00,29.00,66,33,100,10,10.00
0,53126,3,29.00,48.00,11.00,0,0,0,10,10.00
0,53128,2,25.50,26.00,25.00,0,0,0,10,10.00
0,53134,3,150.00,359.00,35.00,0,0,0,10,10.00
0,53135,1,33.00,33.00,33.00,0,0,0,10,10.00
0,53136,4,57.50,212.00,4.00,9,5,212,10,10.00
0,53141,2,44.00,64.00,24.00,0,0,0,10,10.00
0,53142,3,33.33,42.00,25.00,0,0,0,10,10.00
0,53146,3,15.67,24.00,11.00,0,0,0,10,10.00
0,53159,9,95.78,281.00,29.00,70,40,137,10,10.00
0,53179,6,48.83,99.00,15.00,39,28,93,10,10.00
0,53180,24,66.96,541.00,8.00,41,18,72,10,10.00
0,53181,44,47.43,649.00,9.00,27,15,49,10,10.00
0,53195,7,47.29,81.00,22.00,46,44,55,10,10.00
0,53199,7,39.14,114.00,5.00,36,9,81,10,10.00
0,53223,1,20.00,20.00,20.00,0,0,0,10,10.00
0,53226,1,167.00,167.00,167.00,0,0,0,10,10.00
0,53229,6,35.83,86.00,17.00,30,20,44,10,10.00
0,53234,4,56.75,184.00,11.00,17,15,184,10,10.00
0,53237,1,66.00,66.00,66.00,0,0,0,10,10.00
0,53240,5,64.60,94.00,30.00,73,50,94,10,10.00
0,53245,3,38.33,50.00,16.00,0,0,0,10,10.00
0,53254,2,15.00,17.00,13.00,0,0,0,10,10.00
0,53273,13,168.85,732.00,27.00,81,55,265,10,10.00
0,53276,4,90.75,141.00,33.00,109,80,141,10,10.00
0,53296,4,31.75,51.00,11.00,47,18,51,10,10.00
0,53302,2,28.50,38.00,19.00,0,0,0,10,10.00
0,53304,4,28.75,35.00,25.00,28,27,35,10,10.00
0,53334,4,159.25,352.00,76.00,125,84,352,10,10.00
0,53335,4,138.00,283.00,41.00,136,92,283,10,10.00
0,53336,1,50.00,50.00,50.00,0,0,0,10,10.00
0,53337,8,37.88,113.00,5.00,32,16,70,10,10.00
0,53338,30,29.27,89.00,9.00,21,15,33,10,10.00
0,53341,2,50.50,71.00,30.00,0,0,0,10,10.00
0,53345,3,35.67,45.00,19.00,0,0,0,10,10.00
0,53354,7,54.86,129.00,18.00,41,20,119,10,10.00
0,53370,5,40.20,72.00,11.00,36,24,72,10,10.00
0,53371,15,35.60,58.00,11.00,36,22,57,10,10.00
0,53372,2,54.50,59.00,50.00,0,0,0,10,10.00
0,53391,1,16.00,16.00,16.00,0,0,0,10,10.00
0,53402,3,22.67,32.00,17.00,0,0,0,10,10.00
0,53403,3,19.00,30.00,11.00,0,0,0,10,10.00
0,53414,3,30.00,33.00,25.00,0,0,0,10,10.00
0,53415,1,25.00,25.00,25.00,0,0,0,10,10.00
0,53418,18,90.61,356.00,12.00,66,37,128,10,10.00
0,53456,2,19.50,20.00,19.00,0,0,0,10,10.00
0,53457,5,17.80,27.00,8.00,18,15,27,10,10.00
0,53466,1,47.00,47.00,47.00,0,0,0,10,10.00
0,53486,10,93.00,270.00,26.00,54,36,241,10,10.00
0,53488,3,14.33,19.00,8.00,0,0,0,10,10.00
0,53493,4,28.50,42.00,12.00,32,28,42,10,10.00
0,53494,53,94.17,448.00,11.00,59,34,143,10,10.00
0,53499,2,48.00,51.00,45.00,0,0,0,10,10.00
0,53514,3,269.33,475.00,86.00,0,0,0,10,10.00
0,53515,1,59.00,59.00,59.00,0,0,0,10,10.00
0,53526,3,48.00,119.00,5.00,0,0,0,10,10.00
0,53527,2,24.00,32.00,16.00,0,0,0,10,10.00
0,53559,6,36.00,46.00,23.00,35,34,45,10,10.00
0,53564,9,132.22,449.00,41.00,107,63,176,10,10.00
0,53578,1,20.00,20.00,20.00,0,0,0,11,11.00
0,53582,10,23.20,89.00,7.00,15,12,39,11,11.00
0,53586,3,196.00,347.00,89.00,0,0,0,11,11.00
0,53587,2,22.50,29.00,16.00,0,0,0,11,11.00
0,53608,3,69.67,90.00,34.00,0,0,0,11,11.00
0,53619,1,28.00,28.00,28.00,0,0,0,11,11.00
0,53625,1,149.00,149.00,149.00,0,0,0,11,11.00
0,53629,8,72.38,124.00,20.00,81,53,112,11,11.00
0,53631,1,38.00,38.00,38.00,0,0,0,11,11.00
0,53635,2,98.50,100.00,97.00,0,0,0,11,11.00
0,53636,1,36.00,36.00,36.00,0,0,0,11,11.00
0,53646,2,81.00,92.00,70.00,0,0,0,11,11.00
0,53650,53,22.11,148.00,5.00,11,7,21,11,11.00
0,53668,2,25.50,28.00,23.00,0,0,0,11,11.00
0,53669,2,18.00,26.00,10.00,0,0,0,11,11.00
0,53675,5,76.80,176.00,25.00,58,39,176,11,11.00
0,53676,1,24.00,24.00,24.00,0,0,0,11,11.00
